sql_limit,varied,weight,archetype,score
20000,privacy,1.000000,dataThroughTtp-compressed,0.000000
30000,energy,0.000000,dataThroughTtp-cached,0.926903
30000,energy,0.000000,computeToData-cached,0.896835
30000,energy,0.000000,computeToData-compressed,0.323163
30000,energy,0.000000,computeToData,0.307554
30000,energy,0.000000,dataThroughTtp-compressed,0.106125
30000,energy,0.000000,dataThroughTtp,0.103165
30000,energy,0.050000,dataThroughTtp-cached,0.927782
30000,energy,0.050000,computeToData-cached,0.898091
30000,energy,0.050000,computeToData-compressed,0.320801
30000,energy,0.050000,computeToData,0.304835
30000,energy,0.050000,dataThroughTtp-compressed,0.104789
30000,energy,0.050000,dataThroughTtp,0.101920
30000,energy,0.100000,dataThroughTtp-cached,0.930573
30000,energy,0.100000,computeToData-cached,0.902090
30000,energy,0.100000,computeToData-compressed,0.313481
30000,energy,0.100000,computeToData,0.296403
30000,energy,0.100000,dataThroughTtp-compressed,0.100547
30000,energy,0.100000,dataThroughTtp,0.097951
30000,energy,0.150000,dataThroughTtp-cached,0.935168
30000,energy,0.150000,computeToData-cached,0.908704
30000,energy,0.150000,computeToData-compressed,0.302038
30000,energy,0.150000,computeToData,0.283198
30000,energy,0.150000,dataThroughTtp-compressed,0.093569
30000,energy,0.150000,dataThroughTtp,0.091380
30000,energy,0.200000,dataThroughTtp-cached,0.941027
30000,energy,0.200000,computeToData-cached,0.917208
30000,energy,0.200000,computeToData-compressed,0.288494
30000,energy,0.200000,computeToData,0.267504
30000,energy,0.200000,dataThroughTtp-compressed,0.084658
30000,energy,0.200000,dataThroughTtp,0.082922
30000,energy,0.250000,dataThroughTtp-cached,0.947432
30000,energy,0.250000,computeToData-cached,0.926610
30000,energy,0.250000,computeToData-compressed,0.275009
30000,energy,0.250000,computeToData,0.251759
30000,energy,0.250000,dataThroughTtp-compressed,0.074878
30000,energy,0.250000,dataThroughTtp,0.073558
30000,energy,0.300000,dataThroughTtp-cached,0.953756
30000,energy,0.300000,computeToData-cached,0.936038
30000,energy,0.300000,computeToData-compressed,0.263045
30000,energy,0.300000,computeToData,0.237648
30000,energy,0.300000,dataThroughTtp-compressed,0.065134
30000,energy,0.300000,dataThroughTtp,0.064158
30000,energy,0.350000,dataThroughTtp-cached,0.959597
30000,energy,0.350000,computeToData-cached,0.944923
30000,energy,0.350000,computeToData-compressed,0.253210
30000,energy,0.350000,computeToData,0.225914
30000,energy,0.350000,dataThroughTtp-compressed,0.056001
30000,energy,0.350000,dataThroughTtp,0.055293
30000,energy,0.400000,dataThroughTtp-cached,0.964762
30000,energy,0.400000,computeToData-cached,0.952988
30000,energy,0.400000,computeToData-compressed,0.245519
30000,energy,0.400000,computeToData,0.216629
30000,energy,0.400000,dataThroughTtp-compressed,0.047746
30000,energy,0.400000,dataThroughTtp,0.047245
30000,energy,0.450000,dataThroughTtp-cached,0.969200
30000,energy,0.450000,computeToData-cached,0.960155
30000,energy,0.450000,computeToData-compressed,0.239691
30000,energy,0.450000,computeToData,0.209518
30000,energy,0.450000,dataThroughTtp-compressed,0.040434
30000,energy,0.450000,dataThroughTtp,0.040094
30000,energy,0.500000,dataThroughTtp-cached,0.972934
30000,energy,0.500000,computeToData-cached,0.966456
30000,energy,0.500000,computeToData-compressed,0.235362
30000,energy,0.500000,computeToData,0.204189
30000,energy,0.500000,dataThroughTtp-compressed,0.034019
30000,energy,0.500000,dataThroughTtp,0.033813
30000,energy,0.550000,dataThroughTtp-cached,0.976021
30000,energy,0.550000,computeToData-cached,0.971973
30000,energy,0.550000,computeToData-compressed,0.232189
30000,energy,0.550000,computeToData,0.200254
30000,energy,0.550000,dataThroughTtp-compressed,0.028412
30000,energy,0.550000,dataThroughTtp,0.028323
30000,energy,0.600000,dataThroughTtp-cached,0.978528
30000,energy,0.600000,computeToData-cached,0.976804
30000,energy,0.600000,computeToData-compressed,0.229888
30000,energy,0.600000,computeToData,0.197384
30000,energy,0.600000,dataThroughTtp,0.023529
30000,energy,0.600000,dataThroughTtp-compressed,0.023508
30000,energy,0.650000,computeToData-cached,0.981042
30000,energy,0.650000,dataThroughTtp-cached,0.980525
30000,energy,0.650000,computeToData-compressed,0.228234
30000,energy,0.650000,computeToData,0.195312
30000,energy,0.650000,dataThroughTtp,0.019342
30000,energy,0.650000,dataThroughTtp-compressed,0.019209
30000,energy,0.700000,computeToData-cached,0.984775
30000,energy,0.700000,dataThroughTtp-cached,0.982075
30000,energy,0.700000,computeToData-compressed,0.227060
30000,energy,0.700000,computeToData,0.193836
30000,energy,0.700000,dataThroughTtp,0.015682
30000,energy,0.700000,dataThroughTtp-compressed,0.015425
30000,energy,0.750000,computeToData-cached,0.988076
30000,energy,0.750000,dataThroughTtp-cached,0.983242
30000,energy,0.750000,computeToData-compressed,0.226241
30000,energy,0.750000,computeToData,0.192804
30000,energy,0.750000,dataThroughTtp,0.012486
30000,energy,0.750000,dataThroughTtp-compressed,0.012079
30000,energy,0.800000,computeToData-cached,0.991009
30000,energy,0.800000,dataThroughTtp-cached,0.984085
30000,energy,0.800000,computeToData-compressed,0.225683
30000,energy,0.800000,computeToData,0.192100
30000,energy,0.800000,dataThroughTtp,0.009711
30000,energy,0.800000,dataThroughTtp-compressed,0.009108
30000,energy,0.850000,computeToData-cached,0.993627
30000,energy,0.850000,dataThroughTtp-cached,0.984659
30000,energy,0.850000,computeToData-compressed,0.225320
30000,energy,0.850000,computeToData,0.191641
30000,energy,0.850000,dataThroughTtp,0.007344
30000,energy,0.850000,dataThroughTtp-compressed,0.006456
30000,energy,0.900000,computeToData-cached,0.995974
30000,energy,0.900000,dataThroughTtp-cached,0.985016
30000,energy,0.900000,computeToData-compressed,0.225101
30000,energy,0.900000,computeToData,0.191364
30000,energy,0.900000,dataThroughTtp,0.005428
30000,energy,0.900000,dataThroughTtp-compressed,0.004078
30000,energy,0.950000,computeToData-cached,0.998088
30000,energy,0.950000,dataThroughTtp-cached,0.985202
30000,energy,0.950000,computeToData-compressed,0.224989
30000,energy,0.950000,computeToData,0.191222
30000,energy,0.950000,dataThroughTtp,0.004110
30000,energy,0.950000,dataThroughTtp-compressed,0.001937
30000,energy,1.000000,computeToData-cached,1.000000
30000,energy,1.000000,dataThroughTtp-cached,0.985256
30000,energy,1.000000,computeToData-compressed,0.224957
30000,energy,1.000000,computeToData,0.191181
30000,energy,1.000000,dataThroughTtp,0.003639
30000,energy,1.000000,dataThroughTtp-compressed,0.000000
30000,latency,0.000000,dataThroughTtp-cached,0.930284
30000,latency,0.000000,computeToData-cached,0.901773
30000,latency,0.000000,computeToData-compressed,0.232004
30000,latency,0.000000,computeToData,0.200421
30000,latency,0.000000,dataThroughTtp,0.098598
30000,latency,0.000000,dataThroughTtp-compressed,0.098227
30000,latency,0.050000,dataThroughTtp-cached,0.930962
30000,latency,0.050000,computeToData-cached,0.902743
30000,latency,0.050000,computeToData-compressed,0.234097
30000,latency,0.050000,computeToData,0.202995
30000,latency,0.050000,dataThroughTtp,0.097618
30000,latency,0.050000,dataThroughTtp-compressed,0.097321
30000,latency,0.100000,dataThroughTtp-cached,0.933151
30000,latency,0.100000,computeToData-cached,0.905877
30000,latency,0.100000,computeToData-compressed,0.240595
30000,latency,0.100000,computeToData,0.210924
30000,latency,0.100000,dataThroughTtp,0.094452
30000,latency,0.100000,dataThroughTtp-compressed,0.094389
30000,latency,0.150000,dataThroughTtp-cached,0.936863
30000,latency,0.150000,computeToData-cached,0.911217
30000,latency,0.150000,computeToData-compressed,0.250785
30000,latency,0.150000,computeToData,0.223192
30000,latency,0.150000,dataThroughTtp-compressed,0.089379
30000,latency,0.150000,dataThroughTtp,0.089062
30000,latency,0.200000,dataThroughTtp-cached,0.941795
30000,latency,0.200000,computeToData-cached,0.918361
30000,latency,0.200000,computeToData-compressed,0.262897
30000,latency,0.200000,computeToData,0.237562
30000,latency,0.200000,dataThroughTtp-compressed,0.082656
30000,latency,0.200000,dataThroughTtp,0.081861
30000,latency,0.250000,dataThroughTtp-cached,0.947432
30000,latency,0.250000,computeToData-cached,0.926610
30000,latency,0.250000,computeToData-compressed,0.275009
30000,latency,0.250000,computeToData,0.251759
30000,latency,0.250000,dataThroughTtp-compressed,0.074878
30000,latency,0.250000,dataThroughTtp,0.073558
30000,latency,0.300000,dataThroughTtp-cached,0.953241
30000,latency,0.300000,computeToData-cached,0.935227
30000,latency,0.300000,computeToData-compressed,0.285791
30000,latency,0.300000,computeToData,0.264290
30000,latency,0.300000,dataThroughTtp-compressed,0.066754
30000,latency,0.300000,dataThroughTtp,0.064895
30000,latency,0.350000,dataThroughTtp-cached,0.958812
30000,latency,0.350000,computeToData-cached,0.943640
30000,latency,0.350000,computeToData-compressed,0.294668
30000,latency,0.350000,computeToData,0.274551
30000,latency,0.350000,dataThroughTtp-compressed,0.058860
30000,latency,0.350000,dataThroughTtp,0.056448
30000,latency,0.400000,dataThroughTtp-cached,0.963894
30000,latency,0.400000,computeToData-cached,0.951494
30000,latency,0.400000,computeToData-compressed,0.301613
30000,latency,0.400000,computeToData,0.282553
30000,latency,0.400000,dataThroughTtp-compressed,0.051561
30000,latency,0.400000,dataThroughTtp,0.048568
30000,latency,0.450000,dataThroughTtp-cached,0.968374
30000,latency,0.450000,computeToData-cached,0.958629
30000,latency,0.450000,computeToData-compressed,0.306874
30000,latency,0.450000,computeToData,0.288604
30000,latency,0.450000,dataThroughTtp-compressed,0.045043
30000,latency,0.450000,dataThroughTtp,0.041416
30000,latency,0.500000,dataThroughTtp-cached,0.972225
30000,latency,0.500000,computeToData-cached,0.965006
30000,latency,0.500000,computeToData-compressed,0.310777
30000,latency,0.500000,computeToData,0.293089
30000,latency,0.500000,dataThroughTtp-compressed,0.039365
30000,latency,0.500000,dataThroughTtp,0.035027
30000,latency,0.550000,dataThroughTtp-cached,0.975466
30000,latency,0.550000,computeToData-cached,0.970658
30000,latency,0.550000,computeToData-compressed,0.313635
30000,latency,0.550000,computeToData,0.296372
30000,latency,0.550000,dataThroughTtp-compressed,0.034517
30000,latency,0.550000,dataThroughTtp,0.029366
30000,latency,0.600000,dataThroughTtp-cached,0.978142
30000,latency,0.600000,computeToData-cached,0.975651
30000,latency,0.600000,computeToData-compressed,0.315706
30000,latency,0.600000,computeToData,0.298750
30000,latency,0.600000,dataThroughTtp-compressed,0.030455
30000,latency,0.600000,dataThroughTtp,0.024366
30000,latency,0.650000,dataThroughTtp-cached,0.980304
30000,latency,0.650000,computeToData-cached,0.980062
30000,latency,0.650000,computeToData-compressed,0.317193
30000,latency,0.650000,computeToData,0.300457
30000,latency,0.650000,dataThroughTtp-compressed,0.027119
30000,latency,0.650000,dataThroughTtp,0.019951
30000,latency,0.700000,computeToData-cached,0.983965
30000,latency,0.700000,dataThroughTtp-cached,0.982006
30000,latency,0.700000,computeToData-compressed,0.318249
30000,latency,0.700000,computeToData,0.301669
30000,latency,0.700000,dataThroughTtp-compressed,0.024448
30000,latency,0.700000,dataThroughTtp,0.016045
30000,latency,0.750000,computeToData-cached,0.987429
30000,latency,0.750000,dataThroughTtp-cached,0.983302
30000,latency,0.750000,computeToData-compressed,0.318985
30000,latency,0.750000,computeToData,0.302514
30000,latency,0.750000,dataThroughTtp-compressed,0.022379
30000,latency,0.750000,dataThroughTtp,0.012579
30000,latency,0.800000,computeToData-cached,0.990514
30000,latency,0.800000,dataThroughTtp-cached,0.984248
30000,latency,0.800000,computeToData-compressed,0.319486
30000,latency,0.800000,computeToData,0.303089
30000,latency,0.800000,dataThroughTtp-compressed,0.020845
30000,latency,0.800000,dataThroughTtp,0.009492
30000,latency,0.850000,computeToData-cached,0.993272
30000,latency,0.850000,dataThroughTtp-cached,0.984898
30000,latency,0.850000,computeToData-compressed,0.319812
30000,latency,0.850000,computeToData,0.303463
30000,latency,0.850000,dataThroughTtp-compressed,0.019777
30000,latency,0.850000,dataThroughTtp,0.006732
30000,latency,0.900000,computeToData-cached,0.995748
30000,latency,0.900000,dataThroughTtp-cached,0.985304
30000,latency,0.900000,computeToData-compressed,0.320009
30000,latency,0.900000,computeToData,0.303689
30000,latency,0.900000,dataThroughTtp-compressed,0.019102
30000,latency,0.900000,dataThroughTtp,0.004254
30000,latency,0.950000,computeToData-cached,0.997980
30000,latency,0.950000,dataThroughTtp-cached,0.985516
30000,latency,0.950000,computeToData-compressed,0.320109
30000,latency,0.950000,computeToData,0.303804
30000,latency,0.950000,dataThroughTtp-compressed,0.018747
30000,latency,0.950000,dataThroughTtp,0.002021
30000,latency,1.000000,computeToData-cached,1.000000
30000,latency,1.000000,dataThroughTtp-cached,0.985579
30000,latency,1.000000,computeToData-compressed,0.320138
30000,latency,1.000000,computeToData,0.303838
30000,latency,1.000000,dataThroughTtp-compressed,0.018643
30000,latency,1.000000,dataThroughTtp,0.000000
30000,cost,0.000000,computeToData-cached,1.000000
30000,cost,0.000000,dataThroughTtp-cached,0.947271
30000,cost,0.000000,computeToData-compressed,0.276176
30000,cost,0.000000,computeToData,0.252787
30000,cost,0.000000,dataThroughTtp-compressed,0.012747
30000,cost,0.000000,dataThroughTtp,0.002637
30000,cost,0.050000,computeToData-cached,0.987649
30000,cost,0.050000,dataThroughTtp-cached,0.947275
30000,cost,0.050000,computeToData-compressed,0.276146
30000,cost,0.050000,computeToData,0.252761
30000,cost,0.050000,dataThroughTtp-compressed,0.017732
30000,cost,0.050000,dataThroughTtp,0.012644
30000,cost,0.100000,computeToData-cached,0.974278
30000,cost,0.100000,dataThroughTtp-cached,0.947289
30000,cost,0.100000,computeToData-compressed,0.276045
30000,cost,0.100000,computeToData,0.252672
30000,cost,0.100000,dataThroughTtp-compressed,0.028748
30000,cost,0.100000,dataThroughTtp,0.025895
30000,cost,0.150000,computeToData-cached,0.959756
30000,cost,0.150000,dataThroughTtp-cached,0.947316
30000,cost,0.150000,computeToData-compressed,0.275847
30000,cost,0.150000,computeToData,0.252498
30000,cost,0.150000,dataThroughTtp-compressed,0.042354
30000,cost,0.150000,dataThroughTtp,0.040394
30000,cost,0.200000,dataThroughTtp-cached,0.947361
30000,cost,0.200000,computeToData-cached,0.943929
30000,cost,0.200000,computeToData-compressed,0.275517
30000,cost,0.200000,computeToData,0.252207
30000,cost,0.200000,dataThroughTtp-compressed,0.057760
30000,cost,0.200000,dataThroughTtp,0.056225
30000,cost,0.250000,dataThroughTtp-cached,0.947432
30000,cost,0.250000,computeToData-cached,0.926610
30000,cost,0.250000,computeToData-compressed,0.275009
30000,cost,0.250000,computeToData,0.251759
30000,cost,0.250000,dataThroughTtp-compressed,0.074878
30000,cost,0.250000,dataThroughTtp,0.073558
30000,cost,0.300000,dataThroughTtp-cached,0.947536
30000,cost,0.300000,computeToData-cached,0.907579
30000,cost,0.300000,computeToData-compressed,0.274257
30000,cost,0.300000,computeToData,0.251096
30000,cost,0.300000,dataThroughTtp-compressed,0.093824
30000,cost,0.300000,dataThroughTtp,0.092610
30000,cost,0.350000,dataThroughTtp-cached,0.947688
30000,cost,0.350000,computeToData-cached,0.886569
30000,cost,0.350000,computeToData-compressed,0.273167
30000,cost,0.350000,computeToData,0.250134
30000,cost,0.350000,dataThroughTtp-compressed,0.114822
30000,cost,0.350000,dataThroughTtp,0.113645
30000,cost,0.400000,dataThroughTtp-cached,0.947906
30000,cost,0.400000,computeToData-cached,0.863255
30000,cost,0.400000,computeToData-compressed,0.271608
30000,cost,0.400000,computeToData,0.248757
30000,cost,0.400000,dataThroughTtp-compressed,0.138172
30000,cost,0.400000,dataThroughTtp,0.136987
30000,cost,0.450000,dataThroughTtp-cached,0.948219
30000,cost,0.450000,computeToData-cached,0.837235
30000,cost,0.450000,computeToData-compressed,0.269390
30000,cost,0.450000,computeToData,0.246797
30000,cost,0.450000,dataThroughTtp-compressed,0.164261
30000,cost,0.450000,dataThroughTtp,0.163038
30000,cost,0.500000,dataThroughTtp-cached,0.948668
30000,cost,0.500000,computeToData-cached,0.808010
30000,cost,0.500000,computeToData-compressed,0.266240
30000,cost,0.500000,computeToData,0.244008
30000,cost,0.500000,dataThroughTtp-compressed,0.193582
30000,cost,0.500000,dataThroughTtp,0.192297
30000,cost,0.550000,dataThroughTtp-cached,0.949318
30000,cost,0.550000,computeToData-cached,0.774947
30000,cost,0.550000,computeToData-compressed,0.261756
30000,cost,0.550000,computeToData,0.240029
30000,cost,0.550000,dataThroughTtp-compressed,0.226758
30000,cost,0.550000,dataThroughTtp,0.225394
30000,cost,0.600000,dataThroughTtp-cached,0.950266
30000,cost,0.600000,computeToData-cached,0.737238
30000,cost,0.600000,dataThroughTtp-compressed,0.264592
30000,cost,0.600000,dataThroughTtp,0.263138
30000,cost,0.600000,computeToData-compressed,0.255354
30000,cost,0.600000,computeToData,0.234333
30000,cost,0.650000,dataThroughTtp-cached,0.951664
30000,cost,0.650000,computeToData-cached,0.693831
30000,cost,0.650000,dataThroughTtp-compressed,0.308127
30000,cost,0.650000,dataThroughTtp,0.306580
30000,cost,0.650000,computeToData-compressed,0.246193
30000,cost,0.650000,computeToData,0.226148
30000,cost,0.700000,dataThroughTtp-cached,0.953746
30000,cost,0.700000,computeToData-cached,0.643326
30000,cost,0.700000,dataThroughTtp-compressed,0.358752
30000,cost,0.700000,dataThroughTtp,0.357115
30000,cost,0.700000,computeToData-compressed,0.233094
30000,cost,0.700000,computeToData,0.214384
30000,cost,0.750000,dataThroughTtp-cached,0.956865
30000,cost,0.750000,computeToData-cached,0.583830
30000,cost,0.750000,dataThroughTtp-compressed,0.418344
30000,cost,0.750000,dataThroughTtp,0.416637
30000,cost,0.750000,computeToData-compressed,0.214513
30000,cost,0.750000,computeToData,0.197585
30000,cost,0.800000,dataThroughTtp-cached,0.961503
30000,cost,0.800000,computeToData-cached,0.512706
30000,cost,0.800000,dataThroughTtp-compressed,0.489511
30000,cost,0.800000,dataThroughTtp,0.487773
30000,cost,0.800000,computeToData-compressed,0.188662
30000,cost,0.800000,computeToData,0.174034
30000,cost,0.850000,dataThroughTtp-cached,0.968200
30000,cost,0.850000,dataThroughTtp-compressed,0.575981
30000,cost,0.850000,dataThroughTtp,0.574293
30000,cost,0.850000,computeToData-cached,0.426176
30000,cost,0.850000,computeToData-compressed,0.153953
30000,cost,0.850000,computeToData,0.142169
30000,cost,0.900000,dataThroughTtp-cached,0.977260
30000,cost,0.900000,dataThroughTtp-compressed,0.683282
30000,cost,0.900000,dataThroughTtp,0.681790
30000,cost,0.900000,computeToData-cached,0.318626
30000,cost,0.900000,computeToData-compressed,0.109807
30000,cost,0.900000,computeToData,0.101399
30000,cost,0.950000,dataThroughTtp-cached,0.988284
30000,cost,0.950000,dataThroughTtp-compressed,0.819963
30000,cost,0.950000,dataThroughTtp,0.818946
30000,cost,0.950000,computeToData-cached,0.181338
30000,cost,0.950000,computeToData-compressed,0.057451
30000,cost,0.950000,computeToData,0.052957
30000,cost,1.000000,dataThroughTtp,1.000000
30000,cost,1.000000,dataThroughTtp-cached,1.000000
30000,cost,1.000000,dataThroughTtp-compressed,1.000000
30000,cost,1.000000,computeToData,0.000000
30000,cost,1.000000,computeToData-cached,0.000000
30000,cost,1.000000,computeToData-compressed,0.000000
30000,privacy,0.000000,dataThroughTtp-cached,0.985454
30000,privacy,0.000000,computeToData-cached,0.926515
30000,privacy,0.000000,computeToData-compressed,0.271382
30000,privacy,0.000000,computeToData,0.247686
30000,privacy,0.000000,dataThroughTtp-compressed,0.074976
30000,privacy,0.000000,dataThroughTtp,0.073654
30000,privacy,0.050000,dataThroughTtp-cached,0.983278
30000,privacy,0.050000,computeToData-cached,0.926517
30000,privacy,0.050000,computeToData-compressed,0.271473
30000,privacy,0.050000,computeToData,0.247789
30000,privacy,0.050000,dataThroughTtp-compressed,0.074974
30000,privacy,0.050000,dataThroughTtp,0.073651
30000,privacy,0.100000,dataThroughTtp-cached,0.977378
30000,privacy,0.100000,computeToData-cached,0.926525
30000,privacy,0.100000,computeToData-compressed,0.271790
30000,privacy,0.100000,computeToData,0.248145
30000,privacy,0.100000,dataThroughTtp-compressed,0.074965
30000,privacy,0.100000,dataThroughTtp,0.073643
30000,privacy,0.150000,dataThroughTtp-cached,0.969056
30000,privacy,0.150000,computeToData-cached,0.926541
30000,privacy,0.150000,computeToData-compressed,0.272409
30000,privacy,0.150000,computeToData,0.248841
30000,privacy,0.150000,dataThroughTtp-compressed,0.074948
30000,privacy,0.150000,dataThroughTtp,0.073627
30000,privacy,0.200000,dataThroughTtp-cached,0.959008
30000,privacy,0.200000,computeToData-cached,0.926568
30000,privacy,0.200000,computeToData-compressed,0.273435
30000,privacy,0.200000,computeToData,0.249993
30000,privacy,0.200000,dataThroughTtp-compressed,0.074921
30000,privacy,0.200000,dataThroughTtp,0.073600
30000,privacy,0.250000,dataThroughTtp-cached,0.947432
30000,privacy,0.250000,computeToData-cached,0.926610
30000,privacy,0.250000,computeToData-compressed,0.275009
30000,privacy,0.250000,computeToData,0.251759
30000,privacy,0.250000,dataThroughTtp-compressed,0.074878
30000,privacy,0.250000,dataThroughTtp,0.073558
30000,privacy,0.300000,dataThroughTtp-cached,0.934288
30000,privacy,0.300000,computeToData-cached,0.926672
30000,privacy,0.300000,computeToData-compressed,0.277324
30000,privacy,0.300000,computeToData,0.254350
30000,privacy,0.300000,dataThroughTtp-compressed,0.074813
30000,privacy,0.300000,dataThroughTtp,0.073496
30000,privacy,0.350000,computeToData-cached,0.926762
30000,privacy,0.350000,dataThroughTtp-cached,0.919412
30000,privacy,0.350000,computeToData-compressed,0.280641
30000,privacy,0.350000,computeToData,0.258050
30000,privacy,0.350000,dataThroughTtp-compressed,0.074720
30000,privacy,0.350000,dataThroughTtp,0.073405
30000,privacy,0.400000,computeToData-cached,0.926892
30000,privacy,0.400000,dataThroughTtp-cached,0.902539
30000,privacy,0.400000,computeToData-compressed,0.285317
30000,privacy,0.400000,computeToData,0.263243
30000,privacy,0.400000,dataThroughTtp-compressed,0.074584
30000,privacy,0.400000,dataThroughTtp,0.073274
30000,privacy,0.450000,computeToData-cached,0.927081
30000,privacy,0.450000,dataThroughTtp-cached,0.883306
30000,privacy,0.450000,computeToData-compressed,0.291838
30000,privacy,0.450000,computeToData,0.270445
30000,privacy,0.450000,dataThroughTtp-compressed,0.074389
30000,privacy,0.450000,dataThroughTtp,0.073084
30000,privacy,0.500000,computeToData-cached,0.927356
30000,privacy,0.500000,dataThroughTtp-cached,0.861226
30000,privacy,0.500000,computeToData-compressed,0.300865
30000,privacy,0.500000,computeToData,0.280344
30000,privacy,0.500000,dataThroughTtp-compressed,0.074104
30000,privacy,0.500000,dataThroughTtp,0.072807
30000,privacy,0.550000,computeToData-cached,0.927761
30000,privacy,0.550000,dataThroughTtp-cached,0.835653
30000,privacy,0.550000,computeToData-compressed,0.313291
30000,privacy,0.550000,computeToData,0.293849
30000,privacy,0.550000,dataThroughTtp-compressed,0.073684
30000,privacy,0.550000,dataThroughTtp,0.072400
30000,privacy,0.600000,computeToData-cached,0.928368
30000,privacy,0.600000,dataThroughTtp-cached,0.805712
30000,privacy,0.600000,computeToData-compressed,0.330310
30000,privacy,0.600000,computeToData,0.312155
30000,privacy,0.600000,dataThroughTtp-compressed,0.073056
30000,privacy,0.600000,dataThroughTtp,0.071790
30000,privacy,0.650000,computeToData-cached,0.929298
30000,privacy,0.650000,dataThroughTtp-cached,0.770204
30000,privacy,0.650000,computeToData-compressed,0.353502
30000,privacy,0.650000,computeToData,0.336813
30000,privacy,0.650000,dataThroughTtp-compressed,0.072093
30000,privacy,0.650000,dataThroughTtp,0.070854
30000,privacy,0.700000,computeToData-cached,0.930768
30000,privacy,0.700000,dataThroughTtp-cached,0.727436
30000,privacy,0.700000,computeToData-compressed,0.384942
30000,privacy,0.700000,computeToData,0.369841
30000,privacy,0.700000,dataThroughTtp-compressed,0.070573
30000,privacy,0.700000,dataThroughTtp,0.069377
30000,privacy,0.750000,computeToData-cached,0.933169
30000,privacy,0.750000,dataThroughTtp-cached,0.674947
30000,privacy,0.750000,computeToData-compressed,0.427350
30000,privacy,0.750000,computeToData,0.413876
30000,privacy,0.750000,dataThroughTtp-compressed,0.068093
30000,privacy,0.750000,dataThroughTtp,0.066964
30000,privacy,0.800000,computeToData-cached,0.937233
30000,privacy,0.800000,dataThroughTtp-cached,0.609014
30000,privacy,0.800000,computeToData-compressed,0.484334
30000,privacy,0.800000,computeToData,0.472465
30000,privacy,0.800000,dataThroughTtp-compressed,0.063903
30000,privacy,0.800000,dataThroughTtp,0.062880
30000,privacy,0.850000,computeToData-cached,0.944300
30000,privacy,0.850000,computeToData-compressed,0.560829
30000,privacy,0.850000,computeToData,0.550564
30000,privacy,0.850000,dataThroughTtp-cached,0.523731
30000,privacy,0.850000,dataThroughTtp-compressed,0.056641
30000,privacy,0.850000,dataThroughTtp,0.055785
30000,privacy,0.900000,computeToData-cached,0.956477
30000,privacy,0.900000,computeToData-compressed,0.663917
30000,privacy,0.900000,computeToData,0.655496
30000,privacy,0.900000,dataThroughTtp-cached,0.409133
30000,privacy,0.900000,dataThroughTtp-compressed,0.044184
30000,privacy,0.900000,dataThroughTtp,0.043572
30000,privacy,0.950000,computeToData-cached,0.975632
30000,privacy,0.950000,computeToData-compressed,0.804401
30000,privacy,0.950000,computeToData,0.798791
30000,privacy,0.950000,dataThroughTtp-cached,0.246991
30000,privacy,0.950000,dataThroughTtp-compressed,0.024697
30000,privacy,0.950000,dataThroughTtp,0.024386
30000,privacy,1.000000,computeToData,1.000000
30000,privacy,1.000000,computeToData-cached,1.000000
30000,privacy,1.000000,computeToData-compressed,1.000000
30000,privacy,1.000000,dataThroughTtp,0.000000
30000,privacy,1.000000,dataThroughTtp-cached,0.000000
30000,privacy,1.000000,dataThroughTtp-compressed,0.000000
